tau,clarabel,ecos,gurobi,mosek,qoco
0.0028232591917064375,0.274,0.147,0.02,0.04,0.407
0.002857959407361637,0.274,0.149,0.02,0.04,0.407
0.0028930861176759363,0.277,0.153,0.02,0.04,0.408
0.0029286445646252374,0.28,0.154,0.02,0.04,0.408
0.002964640054613707,0.281,0.154,0.02,0.04,0.409
0.003001077959265656,0.282,0.154,0.021,0.04,0.411
0.003037963716227149,0.285,0.156,0.021,0.04,0.414
0.003075302829977466,0.289,0.16,0.025,0.04,0.417
0.003113100872650535,0.296,0.162,0.027,0.04,0.42
0.0031513634848664793,0.299,0.163,0.029,0.04,0.425
0.0031900963765733484,0.301,0.164,0.033,0.043,0.429
0.003229305327899227,0.302,0.164,0.036,0.045,0.432
0.0032689961900148157,0.306,0.167,0.04,0.049,0.435
0.0033091748860065843,0.309,0.168,0.043,0.049,0.44
0.003349847411760691,0.31,0.168,0.046,0.049,0.442
0.0033910198368577475,0.312,0.168,0.046,0.049,0.442
0.0034326983054785835,0.313,0.17,0.049,0.05,0.442
0.003474889037321149,0.316,0.173,0.051,0.054,0.445
0.0035175983285286815,0.32,0.173,0.055,0.057,0.448
0.0035608325526292816,0.325,0.175,0.058,0.063,0.448
0.0036045981614870387,0.331,0.177,0.058,0.064,0.451
0.0036489016862648414,0.333,0.179,0.058,0.066,0.454
0.003693749738399042,0.336,0.181,0.058,0.069,0.459
0.003739149010586061,0.338,0.182,0.06,0.069,0.461
0.003785106277781153,0.341,0.185,0.06,0.07,0.465
0.0038316283982094473,0.343,0.187,0.06,0.072,0.469
0.003878722314389383,0.344,0.187,0.06,0.077,0.474
0.003926395054168756,0.348,0.193,0.06,0.079,0.481
0.0039746537317734915,0.353,0.196,0.06,0.08,0.485
0.004023505548869293,0.354,0.2,0.062,0.081,0.487
0.00407295779563636,0.354,0.202,0.062,0.082,0.49
0.0041230178518573,0.354,0.203,0.062,0.085,0.492
0.004173693188018416,0.358,0.204,0.063,0.089,0.495
0.0042249913664245365,0.363,0.21,0.064,0.096,0.499
0.004276920042327532,0.369,0.213,0.066,0.096,0.501
0.00432948696506873,0.374,0.217,0.066,0.101,0.507
0.004382699979235331,0.378,0.22,0.068,0.105,0.511
0.004436567025831068,0.38,0.22,0.068,0.109,0.522
0.004491096143461261,0.382,0.222,0.069,0.11,0.525
0.0045462954695324,0.385,0.222,0.069,0.111,0.529
0.004602173241466502,0.387,0.225,0.071,0.113,0.53
0.004658737797930392,0.388,0.231,0.076,0.115,0.536
0.004715997580080081,0.39,0.235,0.077,0.115,0.539
0.004773961132820439,0.395,0.237,0.077,0.117,0.54
0.004832637106080367,0.398,0.24,0.078,0.117,0.544
0.004892034256103617,0.403,0.243,0.078,0.117,0.546
0.004952161446755496,0.404,0.244,0.079,0.117,0.548
0.005013027650845642,0.405,0.245,0.08,0.119,0.561
0.005074641951467003,0.407,0.245,0.082,0.119,0.566
0.005137013543351344,0.41,0.245,0.087,0.119,0.57
0.005200151734241367,0.417,0.249,0.089,0.119,0.572
0.005264065946279707,0.423,0.252,0.089,0.12,0.582
0.005328765717415029,0.431,0.253,0.093,0.12,0.585
0.005394260702825338,0.434,0.255,0.094,0.12,0.592
0.00546056067635886,0.437,0.257,0.099,0.12,0.596
0.005527675531992582,0.441,0.258,0.101,0.12,0.599
0.005595615285308741,0.449,0.259,0.106,0.12,0.6
0.005664390074989451,0.453,0.26,0.11,0.12,0.602
0.005734010164329704,0.458,0.261,0.114,0.12,0.606
0.005804485942768978,0.463,0.263,0.115,0.12,0.615
0.005875827927441635,0.466,0.267,0.119,0.12,0.62
0.005948046764746414,0.47,0.271,0.122,0.121,0.623
0.0060211532319351955,0.477,0.272,0.122,0.121,0.625
0.006095158238721295,0.479,0.273,0.126,0.123,0.629
0.006170072828907519,0.486,0.279,0.131,0.126,0.635
0.0062459081820342615,0.491,0.285,0.134,0.128,0.636
0.006322675615047795,0.491,0.288,0.134,0.129,0.637
